seqnames	start	end	width	strand	intro_type	haplo_id
chr9	900001	920000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	1020001	1060000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	1660001	1880000	220000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	1940001	1980000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	2560001	2600000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	2760001	2780000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	3000001	3020000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	3100001	3120000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	5540001	5560000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	5980001	6000000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	10740001	10780000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	10860001	10920000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	11180001	11200000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	11320001	11340000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	11400001	11540000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	11660001	12320000	660000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	13340001	13360000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	13880001	14000000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	14580001	14640000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	14720001	14740000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	14800001	14840000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	14980001	15060000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	16200001	16300000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	16360001	16460000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr9	30320001	30340000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	9680001	9760000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	9840001	10020000	180000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	10120001	10300000	180000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	12320001	12620000	300000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	12680001	12700000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	13080001	13180000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	13280001	13860000	580000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	13940001	14000000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	15100001	15240000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	17360001	17400000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	17620001	17640000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	17700001	17720000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	18380001	18420000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	18560001	18580000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	18640001	18660000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	19860001	19900000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	20000001	20340000	340000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	20400001	20580000	180000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	22040001	22060000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	22640001	22660000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	22840001	22900000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	23060001	23080000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	23240001	23400000	160000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	23600001	23720000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	24580001	24880000	300000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	25680001	25700000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr10	27060001	27080000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	2640001	2980000	340000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	3040001	3100000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	3400001	3480000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	3560001	3700000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	3780001	3820000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	3900001	3960000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	5760001	5780000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	11400001	11620000	220000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	11700001	11740000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	11900001	12040000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	12100001	12120000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	12220001	12240000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	12660001	12740000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	13960001	14200000	240000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	15760001	15800000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	15880001	15900000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	16060001	16100000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	16460001	16480000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	16740001	16780000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	18320001	18340000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	20200001	20220000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr11	22520001	22540000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	180001	200000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	780001	840000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	940001	960000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	1240001	1360000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	1480001	1500000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	3960001	4000000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	4960001	4980000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	5040001	5060000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	5500001	5620000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	5900001	5920000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	6020001	6040000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	6780001	6800000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	6900001	6940000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	7040001	7100000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	10540001	10560000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	10760001	10900000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	11080001	11100000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	13180001	13220000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	13520001	13560000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	17420001	17440000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr12	21760001	21780000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	620001	660000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	720001	780000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	840001	1000000	160000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	1060001	1080000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	1420001	1480000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	1720001	1820000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	3100001	3200000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	3400001	3500000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	3720001	3740000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	4340001	4360000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	4440001	4600000	160000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	5380001	5400000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	5620001	5940000	320000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	6060001	6120000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	6840001	7240000	400000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	7620001	7720000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	8160001	8380000	220000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	8480001	8600000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	8860001	8880000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	8960001	9020000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	9080001	9220000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	9300001	9380000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	9460001	9480000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	10920001	10980000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	11220001	11260000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr13	13580001	13600000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	9540001	9560000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	11000001	11040000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	11100001	11120000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	11700001	11740000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	12540001	12640000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	12740001	13140000	400000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	13340001	13380000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	13680001	13700000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	14100001	14440000	340000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	14540001	14620000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	15380001	15440000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	15520001	15540000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	18980001	19080000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	19280001	19360000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	22560001	22640000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	23460001	23480000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	25600001	25620000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	27120001	27140000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	27500001	27520000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	27580001	27600000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	27680001	27740000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr14	27940001	27960000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	1360001	1380000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	1560001	1580000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	1740001	1760000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	1960001	1980000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	3160001	3180000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	4000001	4020000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	4100001	4220000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	4480001	4660000	180000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	4880001	4960000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	5100001	5200000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	6320001	6340000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	6420001	6440000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	15700001	15720000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	15780001	15920000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	17660001	17680000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	17840001	17860000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr15	17940001	17960000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	11380001	11400000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	11480001	11500000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	11720001	11760000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	12140001	12200000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	12280001	12300000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	12580001	12600000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	12660001	12760000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	14780001	14840000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	16520001	16760000	240000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	17980001	18000000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	18060001	18080000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	18260001	18280000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	18600001	18620000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	18980001	19040000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	19680001	19740000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	20020001	20040000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	20240001	20260000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	21540001	21560000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	21620001	21780000	160000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	21920001	22040000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	23100001	23120000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	23600001	23620000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	23680001	23760000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	25720001	25780000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	27000001	27020000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	27080001	27100000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	27200001	27260000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr16	27600001	27620000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	960001	980000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	1720001	1740000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	1980001	2020000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	2080001	2100000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	2320001	2420000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	2620001	2640000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	2880001	2900000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	3060001	3080000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	3440001	3620000	180000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	4000001	4020000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	4080001	4100000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	8260001	8280000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	10120001	10360000	240000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	10440001	10520000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	10820001	10840000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	10960001	10980000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	11920001	11940000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	13820001	13860000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	13920001	14100000	180000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	14160001	14220000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	14280001	14300000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	14500001	14700000	200000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	15900001	16100000	200000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	16280001	16300000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	17220001	17260000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	17340001	17360000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr17	17640001	17660000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	160001	220000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	11660001	11780000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	12320001	12340000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	12400001	12420000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	12500001	12640000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	12880001	12920000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	13040001	13120000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	14320001	14460000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	14740001	14760000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	14940001	14960000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	15040001	15060000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	18360001	18620000	260000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	20020001	20120000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	20980001	21000000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	21120001	21140000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	21880001	21940000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	22060001	22160000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr18	23660001	23680000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr19	11380001	11420000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr19	12260001	12380000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr19	12580001	12660000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr19	12780001	12860000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr19	18600001	18620000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr19	18780001	18800000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr19	19040001	19080000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr19	19800001	19820000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr19	25180001	25300000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	1040001	1060000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	2940001	2960000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	9120001	9160000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	9660001	9700000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	10700001	10760000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	10900001	10920000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	11060001	11080000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	11180001	11420000	240000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	11620001	11740000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	11800001	12060000	260000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	12220001	12360000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	16140001	16160000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	16220001	16240000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	17580001	17660000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr20	18300001	18320000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	1320001	1340000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	1420001	1500000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	1580001	1640000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	2840001	2900000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	3480001	3500000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	4460001	4480000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	4540001	4560000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	4640001	4680000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	4760001	4860000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	4920001	5020000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	5260001	5380000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	5440001	5460000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	9620001	9640000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	11720001	11780000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	11860001	11880000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	12380001	12720000	340000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	12860001	12880000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	13660001	13820000	160000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	13920001	13980000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	14100001	14120000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	14240001	14820000	580000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	14960001	14980000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	15360001	15400000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	15580001	15620000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr21	17540001	17560000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	8340001	8400000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	8560001	8660000	100000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	8720001	8880000	160000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	9500001	9520000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	9640001	9680000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	9880001	10000000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	10220001	10360000	140000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	10640001	10700000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	14560001	14580000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	14720001	14780000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr22	21860001	21900000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	1400001	1460000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	2120001	2140000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	2320001	2340000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	3180001	3200000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	4120001	4160000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	4440001	4520000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	4580001	4760000	180000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	5280001	5360000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	5720001	5760000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	5860001	5880000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	8240001	8260000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	8620001	8640000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	8820001	8840000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	9200001	9220000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	9300001	9480000	180000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	9620001	9640000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	10000001	10020000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	10480001	10500000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	10560001	10600000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	10700001	10720000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	10800001	10820000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	11200001	11220000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	11380001	11400000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	11540001	11560000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	11660001	11740000	80000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	11880001	12060000	180000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	12160001	12280000	120000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	13900001	13920000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr23	14200001	14240000	40000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr24	2420001	2480000	60000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr24	4040001	4060000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
chr24	6680001	6700000	20000	*	Atlantic	HWS64_Balsfjord_Atlantic_1
